Sr No,Filter path,University,Course,Matched term
1,"Art, Music, Design -> Design -> Design",Hof University of Applied Sciences,Artificial Intelligence Aided Mobility Design,Artificial Intelligence
2,"Art, Music, Design -> Design -> Design",University of Europe for Applied Sciences,Generative Design & AI,AI
3,"Art, Music, Design -> Musicology, Music Pedagogy -> Musicology",University of Hildesheim,Future Analytics: AI & Audio Worlds,AI
4,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Allensbach University of Applied Sciences Konstanz, state-recognised university of the European Education Group GmbH",Business Management,Business Administration
5,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Allensbach University of Applied Sciences Konstanz, state-recognised university of the European Education Group GmbH",Master of Business Administration General Management (MBA),Business Administration
6,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Anhalt University of Applied Sciences,International Trade,Business Administration
7,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Ansbach University of Applied Sciences,International Product and Service Management,Business Administration
8,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Augsburg University of Applied Sciences,International Business and Finance,Business Administration
9,"Economic Sciences, Law -> Economic Sciences -> Business Administration",BSP Business and Law School,Business Administration,Business Administration
10,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Bamberg University,Strategy & Sustainability,Business Administration
11,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin International University of Applied Sciences,Business Administration | International Management & Marketing,Business Administration
12,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin International University of Applied Sciences,Data Science & Business,Business Administration
13,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin International University of Applied Sciences,Master of Business Administration | MBA,Business Administration
14,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin School of Applied Sciences (HTW),MBA&E Life Science Management,Business Administration
15,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin School of Economics and Law,Business Management - Digital Business Management,Business Administration
16,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin School of Economics and Law,Business Management - Green Energy and Climate Finance,Business Administration
17,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin School of Economics and Law,"FACT( Finance, Accounting, Controlling and Taxation)",Business Administration
18,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin School of Economics and Law,Global Supply Chain and Operations Management,Business Administration
19,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin School of Economics and Law,International Business & Consulting: Human Resource Management,Business Administration
20,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin School of Economics and Law,International Business & Consulting: Strategic Management,Business Administration
21,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin School of Economics and Law,International Finance,Business Administration
22,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Berlin University of Technology,"Innovation management, entrepreneurship and sustainability (IMES)",Business Administration
23,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Bielefeld University of Applied Sciences and Arts (HSBI),Industrial Engineering,Business Administration
24,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Bielefeld University of Applied Sciences and Arts (HSBI),Industrial Engineering (practice-integrated),Business Administration
25,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Bielefeld University of Applied Sciences and Arts (HSBI),International Business Management,Business Administration
26,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Bremerhaven University of Applied Sciences,International Tourism Management,Business Administration
27,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Bucerius Law School,Bucerius Master of Law and Business (LLM/MLB),Business Administration
28,"Economic Sciences, Law -> Economic Sciences -> Business Administration",CBS University of Applied Sciences,Business Psychology & Management,Business Administration
29,"Economic Sciences, Law -> Economic Sciences -> Business Administration",CBS University of Applied Sciences,Digital Marketing,Business Administration
30,"Economic Sciences, Law -> Economic Sciences -> Business Administration",CBS University of Applied Sciences,Global Finance,Business Administration
31,"Economic Sciences, Law -> Economic Sciences -> Business Administration",CBS University of Applied Sciences,International Business,Business Administration
32,"Economic Sciences, Law -> Economic Sciences -> Business Administration",CBS University of Applied Sciences,International Management,Business Administration
33,"Economic Sciences, Law -> Economic Sciences -> Business Administration",CBS University of Applied Sciences,Strategic Management,Business Administration
34,"Economic Sciences, Law -> Economic Sciences -> Business Administration",CBS University of Applied Sciences,Strategy & Consulting,Business Administration
35,"Economic Sciences, Law -> Economic Sciences -> Business Administration",CBS University of Applied Sciences,Supply Chain & Logistics,Business Administration
36,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Catholic University in Eichstätt - Ingolstadt,Business Administration,Business Administration
37,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Catholic University in Eichstätt - Ingolstadt,Business and Psychology,Business Administration
38,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Catholic University in Eichstätt - Ingolstadt,Career-integrated MBA,Business Administration
39,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Chemnitz University of Technology,Business & Economics,Business Administration
40,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Cologne University of Applied Sciences,MBA International Business,Business Administration
41,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Constructor University,International Business Administration,Business Administration
42,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Constructor University,"Management, Decisions and Data Analytics",Business Administration
43,"Economic Sciences, Law -> Economic Sciences -> Business Administration",EBS University of Business and Law,Bachelor in Business Studies,Business Administration
44,"Economic Sciences, Law -> Economic Sciences -> Business Administration",EBS University of Business and Law,Executive MBA Management,Business Administration
45,"Economic Sciences, Law -> Economic Sciences -> Business Administration",EBS University of Business and Law,Master in Business Administration (MBA),Business Administration
46,"Economic Sciences, Law -> Economic Sciences -> Business Administration",EBS University of Business and Law,Master in Finance,Business Administration
47,"Economic Sciences, Law -> Economic Sciences -> Business Administration",EBS University of Business and Law,Master in Management,Business Administration
48,"Economic Sciences, Law -> Economic Sciences -> Business Administration",EBS University of Business and Law,Master in Real Estate,Business Administration
49,"Economic Sciences, Law -> Economic Sciences -> Business Administration",EBS University of Business and Law,Master's in Business Analytics,Business Administration
50,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESCP European School of Management in Berlin,Bachelor's degree in Management,Business Administration
51,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESCP European School of Management in Berlin,Executive MBA,Business Administration
52,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESCP European School of Management in Berlin,MBA in International Management,Business Administration
53,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESCP European School of Management in Berlin,Master in Strategy and Digital Business,Business Administration
54,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESCP European School of Management in Berlin,Master's in International Sustainability Management,Business Administration
55,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESCP European School of Management in Berlin,Master's in Management (MIM),Business Administration
56,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESCP European School of Management in Berlin,SALES 4.0 - Master in International Sales Management (MSc),Business Administration
57,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESMT European School of Management and Technology,Master of Business Administration (Full-time MBA),Business Administration
58,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESMT European School of Management and Technology,Master of Business Administration (Global Online MBA),Business Administration
59,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESMT European School of Management and Technology,Master of Business Administration (Part-time MBA),Business Administration
60,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESMT European School of Management and Technology,Master's in Business Administration (Executive MBA),Business Administration
61,"Economic Sciences, Law -> Economic Sciences -> Business Administration",ESMT European School of Management and Technology,Master’s degree in Innovation and Entrepreneurship,Business Administration
62,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Eberhard Karls University Tübingen,Data Science in Business and Economics,Business Administration
63,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Eberhard Karls University Tübingen,General Management,Business Administration
64,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Eberhard Karls University Tübingen,International Business,Business Administration
65,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Eberhard Karls University Tübingen,Management and Economics,Business Administration
66,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Europa-Universität Flensburg,Culture – Language – Media,Business Administration
67,"Economic Sciences, Law -> Economic Sciences -> Business Administration",European University Viadrina Frankfurt (Oder),Compliance & Integrity Management,Business Administration
68,"Economic Sciences, Law -> Economic Sciences -> Business Administration",European University Viadrina Frankfurt (Oder),International Business Administration (Bachelor’s degree),Business Administration
69,"Economic Sciences, Law -> Economic Sciences -> Business Administration",FH Aachen - University of Applied Sciences,Global Business and Economics,Business Administration
70,"Economic Sciences, Law -> Economic Sciences -> Business Administration",FH Aachen - University of Applied Sciences,Global Business and Economics with elective semester,Business Administration
71,"Economic Sciences, Law -> Economic Sciences -> Business Administration",FH Münster - University of Applied Sciences,Digital Business and Innovation Management,Business Administration
72,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Fachhochschule of Printing, Stuttgart",Social Media Marketing and Management,Business Administration
73,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Frankfurt School of Finance & Management,Bachelor in Business Administration,Business Administration
74,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Frankfurt School of Finance & Management,"Bachelor in Management, Philosophy & Economics",Business Administration
75,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Frankfurt School of Finance & Management,Executive MBA,Business Administration
76,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Frankfurt University,Management Science,Business Administration
77,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Frankfurt University,Pharma Business Administration,Business Administration
78,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Frankfurt University of Applied Sciences,Leadership and Psychology,Business Administration
79,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Frankfurt University of Applied Sciences,Sustainable Business Development,Business Administration
80,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Fresenius Heidelberg University	state-approved university of Hochschule Fresenius für Internationales Management GmbH,International Business with Specialisation in International Management,Business Administration
81,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Furtwangen University - computer science, technology, economics, media, health",Business Management and Psychology,Business Administration
82,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Georg Simon Ohm University of Applied Sciences Nuremberg,International Business,Business Administration
83,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Georg Simon Ohm University of Applied Sciences Nuremberg,International Business Administration (MBA General Management) for economics graduates,Business Administration
84,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Georg Simon Ohm University of Applied Sciences Nuremberg,International Business Administration (MBA General Management) for non-economics graduates,Business Administration
85,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Georg Simon Ohm University of Applied Sciences Nuremberg,International Finance and Economics,Business Administration
86,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Georg Simon Ohm University of Applied Sciences Nuremberg,International Marketing,Business Administration
87,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Gisma University of Applied Sciences,Business Management & Human Resources,Business Administration
88,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Gisma University of Applied Sciences,Business Management & Logistics,Business Administration
89,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Gisma University of Applied Sciences,Business Management & Project Management,Business Administration
90,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Gisma University of Applied Sciences,Business Management and Finance,Business Administration
91,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Gisma University of Applied Sciences,Business Management and Marketing,Business Administration
92,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Gisma University of Applied Sciences,Digital Transformation Leadership,Business Administration
93,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Gisma University of Applied Sciences,Global MBA,Business Administration
94,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Gisma University of Applied Sciences,International Business Management,Business Administration
95,"Economic Sciences, Law -> Economic Sciences -> Business Administration",HHL Leipzig Graduate School of Management,Master in Management,Business Administration
96,"Economic Sciences, Law -> Economic Sciences -> Business Administration",HHL Leipzig Graduate School of Management,Master of Business Administration (MBA),Business Administration
97,"Economic Sciences, Law -> Economic Sciences -> Business Administration",HHL Leipzig Graduate School of Management,Master's degree course in Entrepreneurship,Business Administration
98,"Economic Sciences, Law -> Economic Sciences -> Business Administration",HSBA Hamburg School of Business Administration,Innovation Management,Business Administration
99,"Economic Sciences, Law -> Economic Sciences -> Business Administration",HSBA Hamburg School of Business Administration,International Management,Business Administration
100,"Economic Sciences, Law -> Economic Sciences -> Business Administration",HSBA Hamburg School of Business Administration,Logistics Management,Business Administration
101,"Economic Sciences, Law -> Economic Sciences -> Business Administration",HSBA Hamburg School of Business Administration,Master of Business Administration,Business Administration
102,"Economic Sciences, Law -> Economic Sciences -> Business Administration",HTWG Konstanz University of Applied Sciences,"Asian Studies and Management, field of study China/South and South-East Asia",Business Administration
103,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Harz University
University of Applied Sciences",Business Consulting,Business Administration
104,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Heilbronn University,Global Digital Marketing and Sales,Business Administration
105,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Heilbronn University,International Business,Business Administration
106,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Hochschule Kaiserslautern (University of Applied Sciences),International Management and Finance,Business Administration
107,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Hochschule Mainz,International Business,Business Administration
108,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Hochschule Niederrhein,Sales and Marketing,Business Administration
109,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Hochschule Schmalkalden,Finance,Business Administration
110,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Hochschule Worms, University of Applied Sciences",Air Traffic Management - dual,Business Administration
111,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Hochschule Worms, University of Applied Sciences",Aviation Management,Business Administration
112,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Hochschule der Bayerischen Wirtschaft für angewandte Wissenschaften - HDBW,Digital Factory and Operational Excellence,Business Administration
113,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Hof University of Applied Sciences,Digitalisation and Innovation,Business Administration
114,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Hof University of Applied Sciences,General Management,Business Administration
115,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Humboldt University Berlin,Business administration,Business Administration
116,"Economic Sciences, Law -> Economic Sciences -> Business Administration",IU International University,Digital Product Management,Business Administration
117,"Economic Sciences, Law -> Economic Sciences -> Business Administration",IU International University,Growth Hacking,Business Administration
118,"Economic Sciences, Law -> Economic Sciences -> Business Administration",IU International University,Growth Hacking for Entrepreneurs,Business Administration
119,"Economic Sciences, Law -> Economic Sciences -> Business Administration",IU International University,Management,Business Administration
120,"Economic Sciences, Law -> Economic Sciences -> Business Administration",IU International University,Product Management,Business Administration
121,"Economic Sciences, Law -> Economic Sciences -> Business Administration",International SDI Munich University - University of Applied Sciences,International Communication and Business,Business Administration
122,"Economic Sciences, Law -> Economic Sciences -> Business Administration",International School of Management,International Business,Business Administration
123,"Economic Sciences, Law -> Economic Sciences -> Business Administration",International School of Management,MBA General Management,Business Administration
124,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Jade University of Applied Sciences Wilhelmshaven/Oldenburg/Elsfleth,International Business Studies,Business Administration
125,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Karlsruhe University of Applied Sciences,Tricontinental Master's course in Global Studies,Business Administration
126,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Kiel University of Applied Sciences,Industrial Engineering continuing education,Business Administration
127,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Koblenz University of Applied Sciences,"Management, Leadership, Innovation",Business Administration
128,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Koblenz University of Applied Sciences,Marketing and International Business,Business Administration
129,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Kühne Logistics University - University for Logistics and Company Management,Business Administration,Business Administration
130,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Kühne Logistics University - University for Logistics and Company Management,Business Analytics & Data Science,Business Administration
131,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Kühne Logistics University - University for Logistics and Company Management,Global Logistics & Supply Chain Management,Business Administration
132,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Kühne Logistics University - University for Logistics and Company Management,Leadership & supply chain management (MBA),Business Administration
133,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Landshut - University of Applied Sciences,International Business Administration,Business Administration
134,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Leuphana University Lüneburg,Management & Entrepreneurship,Business Administration
135,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Leuphana University Lüneburg,Management & Sustainable Accounting and Finance,Business Administration
136,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Ludwig Maximilians University Munich,Master of Science in Management - International Triple Degree,Business Administration
137,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Ludwigshafen University of Business and Society,International Business Administration (IBA),Business Administration
138,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Ludwigshafen University of Business and Society,Logistics - International Management & Consulting,Business Administration
139,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Merseburg University of Applied Sciences,Engineering and Management,Business Administration
140,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Munich Business School - 
state accredited private University of Applied Science",MBA General Management,Business Administration
141,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Munich Business School - 
state accredited private University of Applied Science",Master's in Finance,Business Administration
142,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Munich University of Technology,Executive MBA in General Management,Business Administration
143,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Munich University of Technology,Management,Business Administration
144,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Munich University of Technology,Management and Digital Technology,Business Administration
145,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Munich University of Technology,Management and Technology,Business Administration
146,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Munich University of Technology,Management on Heilbronn campus,Business Administration
147,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Munich University of Technology,Rail and Urban Transport,Business Administration
148,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Munich University of Technology,Sustainable Management and Technology,Business Administration
149,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Osnabrück University of Applied Sciences,Design Entrepreneurship,Business Administration
150,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Osnabrück University of Applied Sciences,International Business and Management,Business Administration
151,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Osnabrück University of Applied Sciences,International Management,Business Administration
152,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Osnabrück University of Applied Sciences,Management in non-profit organisations,Business Administration
153,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Ostbayerische Technische Hochschule Amberg-Weiden,International Business,Business Administration
154,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Ostbayerische Technische Hochschule Regensburg,International Management,Business Administration
155,"Economic Sciences, Law -> Economic Sciences -> Business Administration",PFH - Private University of Applied Sciences Göttingen,MBA (Business Administration),Business Administration
156,"Economic Sciences, Law -> Economic Sciences -> Business Administration",PFH - Private University of Applied Sciences Göttingen,User Experience Management & Design,Business Administration
157,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Pforzheim University of Applied Sciences - Design, Technology, Economics and Law",BBA/Digital Business Management,Business Administration
158,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Pforzheim University of Applied Sciences - Design, Technology, Economics and Law",BBA/International Marketing,Business Administration
159,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Pforzheim University of Applied Sciences - Design, Technology, Economics and Law",Business Administration / International Business,Business Administration
160,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Pforzheim University of Applied Sciences - Design, Technology, Economics and Law",Corporate Communication Management,Business Administration
161,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Pforzheim University of Applied Sciences - Design, Technology, Economics and Law",Digital Business Management,Business Administration
162,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Pforzheim University of Applied Sciences - Design, Technology, Economics and Law",MBA in International Management,Business Administration
163,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Reutlingen University of Applied Sciences for Engineering, Business, Computer Science and Design",International Business,Business Administration
164,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Rhine-Waal University of Applied Sciences,Agricultural Business,Business Administration
165,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Rhine-Waal University of Applied Sciences,International Business and Management,Business Administration
166,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,Creative Industries Management,Business Administration
167,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,Global Hospitality Management,Business Administration
168,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,Hospitality Management and Leadership,Business Administration
169,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,International Business Administration,Business Administration
170,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,International Business Administration - Supply Chain Management,Business Administration
171,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,International Business Administration – Business Psychology,Business Administration
172,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,International Business Administration – Digital Marketing,Business Administration
173,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,International Business – Healthcare Management,Business Administration
174,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,International Management,Business Administration
175,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,MBA General Management,Business Administration
176,"Economic Sciences, Law -> Economic Sciences -> Business Administration",SRH University of Applied Sciences Heidelberg,MBA Marketing Intelligence,Business Administration
177,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Saarland University of Applied Sciences, University of Technology and Economics",Leading Business Transformation,Business Administration
178,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Steinbeis University,Master of Business Administration (MBA) - Management Excellence,Business Administration
179,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technical University of Applied Sciences Wildau,Aviation Management,Business Administration
180,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technical University of Applied Sciences Wildau,European Business Management,Business Administration
181,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technical University of Applied Sciences Würzburg-Schweinfurt,Logistics,Business Administration
182,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technical University of Applied Sciences Würzburg-Schweinfurt,MBA International Business with Regional Focus,Business Administration
183,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technical University of Applied Sciences Würzburg-Schweinfurt,Managing Global Dynamics,Business Administration
184,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technical University of Applied Sciences of Central Hesse - THM,Business Administration (BBA),Business Administration
185,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technical University of Darmstadt,Entrepreneurship and Innovation Management,Business Administration
186,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technical University of Hamburg,Technology Management,Business Administration
187,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technische Hochschule Deggendorf,Business Administration and Service Management,Business Administration
188,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technische Hochschule Deggendorf,International Management,Business Administration
189,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technische Hochschule Ingolstadt,Global Management,Business Administration
190,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Technische Hochschule Köln,International Business and Global Transformation,Business Administration
191,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Tomorrow University of Applied Sciences,"Sustainability, Innovation & Leadership",Business Administration
192,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Tomorrow University of Applied Sciences,"Sustainability, Innovation & Technology",Business Administration
193,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Trier University - Trier University of Applied Sciences,International Business,Business Administration
194,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Trier University - Trier University of Applied Sciences,Sustainable Business and Technology,Business Administration
195,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Management Studies,Business Management EN,Business Administration
196,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Management Studies,Management in International Business EN,Business Administration
197,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Bremen,Aeronautical Management,Business Administration
198,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Bremen,International Master of Business Administration,Business Administration
199,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Darmstadt,Master of Business Administration (MBA),Business Administration
200,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Emden/Leer,Technical Management,Business Administration
201,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Fresenius,Fashion & Design Management,Business Administration
202,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Fresenius,Master of Business Administration (MBA),Business Administration
203,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Fresenius,"Master of Business Administration (MBA), fast track",Business Administration
204,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Neu-Ulm,Digital Transformation and Global Entrepreneurship,Business Administration
205,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Neu-Ulm,"International Entrepreneurship, Digitisation and Sustainability (M.Sc.)",Business Administration
206,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences Neu-Ulm,Social Entrepreneurship for Sustainable Development,Business Administration
207,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences and Arts Ostwestfalen-Lippe,Applied Entrepreneurship,Business Administration
208,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences for Medium-Sized Companies (FHM),Global Middle Class,Business Administration
209,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Applied Sciences of Economics and Management (FOM),Business Administration (MBA),Business Administration
210,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Bayreuth,"Environment, Climate Change and Health",Business Administration
211,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Cologne,Business Administration - Corporate Development,Business Administration
212,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Cologne,Business Administration - Finance,Business Administration
213,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Cologne,Business Administration - Marketing,Business Administration
214,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Cologne,Business Administration - Supply Chain Management,Business Administration
215,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Cologne,Business Administration Double Master’s programme,Business Administration
216,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Cologne,"Business Administration, Executive Master",Business Administration
217,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Erlangen-Nuremberg,Global Business Management,Business Administration
218,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Europe for Applied Sciences,Asset Management,Business Administration
219,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Europe for Applied Sciences,Business and Management Studies (English),Business Administration
220,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Europe for Applied Sciences,MBA in Diplomacy,Business Administration
221,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Greifswald,Bioeconomy,Business Administration
222,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Halle-Wittenberg,Business Economics,Business Administration
223,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Hamburg,Business Administration,Business Administration
